ca_yr,yr,x,y_cat,data_type
2011,69,-408281,778000,O
2011,69,-343853,778000,O
2011,69,-280291,778000,O
2011,69,-327487,778000,O
2011,69,-331406,778000,O
2011,69,-327579,778000,O
2011,69,-422921,778000,O
2011,69,-376856,778000,O
2011,69,-397597,778000,O
2011,69,-384080,778000,O
2011,69,-291255,778000,O
2012,70,-327574,778000,O
2012,70,-423025,778000,O
2012,70,-316838,778000,O
2012,70,-249512,778000,O
2012,70,-301904,778000,O
2012,70,-456048,778000,O
2012,70,-327974,778000,O
2012,70,-362799,778000,O
2012,70,-301223,778000,O
2012,70,-378582,778000,O
2012,70,-348347,778000,O
2012,70,-301223,778000,O
2012,70,-245540,778000,O
2012,70,-283117,778000,O
2012,70,-356805,778000,O
2013,71,-316274,778000,O
2013,71,-308728,778000,O
2013,71,-206635,778000,O
2013,71,-316137,778000,O
2013,71,-319425,778000,O
2013,71,-331022,778000,O
2013,71,-326590,778000,O
2013,71,-306419,778000,O
2013,71,-201132,778000,O
2014,72,-333880,778000,O
2014,72,-309354,778000,O
2014,72,-335462,778000,O
2014,72,-242383,778000,O
2012,70,-354031,778000,O
2014,72,-325987,778000,O
2014,72,-145786,778000,O
2012,70,-468963,778000,O
2014,72,-328634,778000,O
2014,72,-408594,778000,O
2014,72,-361067,778000,O
2014,72,-402308,778000,O
2014,72,-409718,778000,O
2015,73,-361160,778000,O
2015,73,-362326,778000,O
2015,73,-361135,778000,O
2015,73,-374311,778000,O
2015,73,-329399,778000,O
2015,73,-376544,778000,O
2015,73,-297041,778000,O
2015,73,-304349,778000,O
2015,73,-307743,778000,O
2015,73,-333223,778000,O
2015,73,-374552,778000,O
2015,73,-257952,778000,O
2015,73,-330259,778000,O
2015,73,-328231,778000,O
2015,73,-304447,778000,O
2015,73,-330945,778000,O
2015,73,-353030,778000,O
2015,73,-306203,778000,O
2015,73,-329947,778000,O
2016,74,-167734,778000,O
2016,74,-294706,778000,O
2016,74,-288710,778000,O
2016,74,-353502,778000,O
2016,74,-329500,778000,O
2016,74,-329621,778000,O
2016,74,-328437,778000,O
2016,74,-329639,778000,O
2016,74,-412288,778000,O
2016,74,-413993,778000,O
2016,74,-318135,778000,O
2016,74,-327396,778000,O
2016,74,-350687,778000,O
2016,74,-327554,778000,O
2010,68,-539476,1078000,T
2010,68,-507454,1078000,T
2011,69,-494578,1078000,T
2011,69,-356017,1078000,T
2011,69,-339858,1078000,T
2012,70,-435804,1078000,T
2010,68,-399931,1078000,T
2010,68,-397355,1078000,T
2010,68,-367454,1078000,T
2010,68,-372937,1078000,T
2010,68,-413735,1078000,T
2011,69,-327520,1078000,T
2011,69,-402468,1078000,T
2012,70,-494700,1078000,T
2012,70,-515946,1078000,T
2012,70,-520341,1078000,T
2012,70,-510016,1078000,T
2010,68,-577996,1078000,T
2012,70,-446073,1078000,T
2010,68,-452784,1078000,T
2010,68,-511694,1078000,T
2011,69,-359952,1078000,T
2013,71,-458149,1078000,T
2013,71,-479011,1078000,T
2010,68,-602687,1078000,T
2011,69,-553915,1078000,T
2011,69,-517745,1078000,T
2011,69,-569647,1078000,T
2011,69,-579924,1078000,T
2012,70,-671461,1078000,T
2012,70,-541370,1078000,T
2012,70,-541430,1078000,T
2012,70,-538425,1078000,T
2013,71,-542931,1078000,T
2013,71,-681047,1078000,T
2010,68,-491392,1078000,T
2010,68,-484810,1078000,T
2011,69,-630181,1078000,T
2011,69,-616627,1078000,T
2012,70,-399970,1078000,T
2012,70,-393421,1078000,T
2012,70,-360950,1078000,T
2013,71,-460621,1078000,T
2013,71,-442204,1078000,T
2011,69,-421512,1078000,T
2011,69,-540572,1078000,T
2013,71,-278505,1078000,T
2013,71,-305796,1078000,T
2014,72,-497621,1078000,T
2010,68,-580701,1078000,T
2010,68,-553053,1078000,T
2010,68,-534995,1078000,T
2010,68,-459087,1078000,T
2010,68,-456008,1078000,T
2011,69,-517871,1078000,T
2011,69,-559029,1078000,T
2011,69,-591935,1078000,T
2012,70,-356749,1078000,T
2012,70,-469859,1078000,T
2010,68,-496828,1078000,T
2012,70,-478702,1078000,T
2012,70,-446019,1078000,T
2011,69,-511833,1078000,T
2011,69,-538520,1078000,T
2011,69,-519619,1078000,T
2012,70,-654739,1078000,T
2012,70,-671492,1078000,T
2012,70,-541377,1078000,T
2012,70,-537676,1078000,T
2011,69,-648696,1078000,T
2012,70,-687371,1078000,T
2011,69,-493375,1078000,T
2012,70,-328127,1078000,T
2012,70,-397402,1078000,T
2013,71,-274999,1078000,T
2013,71,-295006,1078000,T
2010,68,-505458,1078000,T
2011,69,-517735,1078000,T
2013,71,-455867,1078000,T
2013,71,-449274,1078000,T
2011,69,-468652,1078000,T
2012,70,-521317,1078000,T
2013,71,-578378,1078000,T
2010,68,-455410,1078000,T
2011,69,-479275,1078000,T
2011,69,-513804,1078000,T
2011,69,-601338,1078000,T
2012,70,-507977,1078000,T
2012,70,-447093,1078000,T
2012,70,-596790,1078000,T
2013,71,-414248,1078000,T
2013,71,-430273,1078000,T
2012,70,-722903,1078000,T
2013,71,-416007,1078000,T
2013,71,-473609,1078000,T
2012,70,-521264,1078000,T
2012,70,-521294,1078000,T
2012,70,-534790,1078000,T
2013,71,-456647,1078000,T
2012,70,-454656,1078000,T
2013,71,-400560,1078000,T
2014,72,-364525,1078000,T
2012,70,-531256,1078000,T
2012,70,-534015,1078000,T
2013,71,-513904,1078000,T
2012,70,-521689,1078000,T
2013,71,-465385,1078000,T
2012,70,-536670,1078000,T
2013,71,-418203,1078000,T
2012,70,-357547,1078000,T
2012,70,-445183,1078000,T
2012,70,-470745,1078000,T
2013,71,-473853,1078000,T
2012,70,-476175,1078000,T
2012,70,-461255,1078000,T
2011,69,-513118,1078000,T
2013,71,-473617,1078000,T
2015,73,-533774,1078000,T
2015,73,-373912,1078000,T
2016,74,-516478,1078000,T
2016,74,-516255,1078000,T
2012,70,-548254,1078000,T
2013,71,-365632,1078000,T
2013,71,-496599,1078000,T
2014,72,-421413,1078000,T
2014,72,-493054,1078000,T
2014,72,-495040,1078000,T
2015,73,-475611,1078000,T
2015,73,-490673,1078000,T
2015,73,-508359,1078000,T
2016,74,-412061,1078000,T
2016,74,-473728,1078000,T
2011,69,-614058,1078000,T
2012,70,-439624,1078000,T
2013,71,-360873,1078000,T
2013,71,-505037,1078000,T
2011,69,-594887,1078000,T
2012,70,-443456,1078000,T
2012,70,-548641,1078000,T
2013,71,-479076,1078000,T
2014,72,-419824,1078000,T
2014,72,-426256,1078000,T
2014,72,-498612,1078000,T
2015,73,-457856,1078000,T
2015,73,-458000,1078000,T
2012,70,-672346,1078000,T
2011,69,-567125,1078000,T
2011,69,-463423,1078000,T
2012,70,-691208,1078000,T
2012,70,-693376,1078000,T
2012,70,-693607,1078000,T
2011,69,-517788,1078000,T
2011,69,-453210,1078000,T
2012,70,-633434,1078000,T
2012,70,-648905,1078000,T
2012,70,-638248,1078000,T
2013,71,-453477,1078000,T
2014,72,-483463,1078000,T
2015,73,-564568,1078000,T
2015,73,-515356,1078000,T
2016,74,-502777,1078000,T
2016,74,-481888,1078000,T
2012,70,-475838,1078000,T
2012,70,-508041,1078000,T
2013,71,-532690,1078000,T
2014,72,-619019,1078000,T
2014,72,-632237,1078000,T
2014,72,-633338,1078000,T
2014,72,-648403,1078000,T
2015,73,-566387,1078000,T
2015,73,-661614,1078000,T
2015,73,-688211,1078000,T
2016,74,-461147,1078000,T
2016,74,-557607,1078000,T
2011,69,-742027,1078000,T
2012,70,-516509,1078000,T
2012,70,-478408,1078000,T
2012,70,-487012,1078000,T
2012,70,-611896,1078000,T
2012,70,-531195,1078000,T
2012,70,-519791,1078000,T
2012,70,-502148,1078000,T
2013,71,-620478,1078000,T
2013,71,-520643,1078000,T
2012,70,-518543,1078000,T
2013,71,-436045,1078000,T
2014,72,-576588,1078000,T
2014,72,-575997,1078000,T
2013,71,-498989,1078000,T
2013,71,-445985,1078000,T
2013,71,-448857,1078000,T
2014,72,-438347,1078000,T
2014,72,-465588,1078000,T
2014,72,-490239,1078000,T
2015,73,-487579,1078000,T
2012,70,-410225,1078000,T
2013,71,-660210,1078000,T
2013,71,-642257,1078000,T
2013,71,-559912,1078000,T
2014,72,-529542,1078000,T
2014,72,-511742,1078000,T
2013,71,-476426,1078000,T
2014,72,-543090,1078000,T
2013,71,-662486,1078000,T
2014,72,-576551,1078000,T
2013,71,-379097,1078000,T
2014,72,-470383,1078000,T
2014,72,-597582,1078000,T
2015,73,-372394,1078000,T
2015,73,-344177,1078000,T
2015,73,-391225,1078000,T
2012,70,-517069,1078000,T
2013,71,-669407,1078000,T
2013,71,-591298,1078000,T
2014,72,-902057,1078000,T
2014,72,-665709,1078000,T
2014,72,-667593,1078000,T
2013,71,-456640,1078000,T
2013,71,-511998,1078000,T
2014,72,-575495,1078000,T
2014,72,-674715,1078000,T
2014,72,-779148,1078000,T
2012,70,-562849,1078000,T
2012,70,-549715,1078000,T
2013,71,-483835,1078000,T
2013,71,-483133,1078000,T
2013,71,-413142,1078000,T
2013,71,-432729,1078000,T
2014,72,-554256,1078000,T
2012,70,-495772,1078000,T
2012,70,-479478,1078000,T
2012,70,-478186,1078000,T
2014,72,-521417,1078000,T
2014,72,-448187,1078000,T
2013,71,-378926,1078000,T
2013,71,-386935,1078000,T
2013,71,-393368,1078000,T
2013,71,-469644,1078000,T
2013,71,-673622,1078000,T
2014,72,-619718,1078000,T
2014,72,-629950,1078000,T
2014,72,-624627,1078000,T
2016,74,-566818,1078000,T
2015,73,-466757,1078000,T
2016,74,-593773,1078000,T
2016,74,-482216,1078000,T
2013,71,-447977,1078000,T
2013,71,-456622,1078000,T
2013,71,-475485,1078000,T
2014,72,-468090,1078000,T
2014,72,-490265,1078000,T
2015,73,-505472,1078000,T
2016,74,-440593,1078000,T
2016,74,-490394,1078000,T
2016,74,-533300,1078000,T
2013,71,-580128,1078000,T
2015,73,-560983,1078000,T
2015,73,-508843,1078000,T
2013,71,-469119,1078000,T
2014,72,-551641,1078000,T
2015,73,-425152,1078000,T
2015,73,-486506,1078000,T
2013,71,-515135,1078000,T
2013,71,-408262,1078000,T
2013,71,-416320,1078000,T
2013,71,-503616,1078000,T
2013,71,-473700,1078000,T
2014,72,-577511,1078000,T
2014,72,-479257,1078000,T
2013,71,-408199,1078000,T
2013,71,-415979,1078000,T
2013,71,-452460,1078000,T
2014,72,-608049,1078000,T
2013,71,-416371,1078000,T
2013,71,-506140,1078000,T
2013,71,-434969,1078000,T
2013,71,-435565,1078000,T
2013,71,-447088,1078000,T
2013,71,-460769,1078000,T
2013,71,-465506,1078000,T
2014,72,-533662,1078000,T
2014,72,-534549,1078000,T
2014,72,-539843,1078000,T
2014,72,-571191,1078000,T
2013,71,-483200,1078000,T
2013,71,-413142,1078000,T
2013,71,-395246,1078000,T
2013,71,-456651,1078000,T
2014,72,-444403,1078000,T
2014,72,-460732,1078000,T
2014,72,-405210,1078000,T
2013,71,-360883,1078000,T
2013,71,-504980,1078000,T
2014,72,-656553,1078000,T
2014,72,-539437,1078000,T
2014,72,-526965,1078000,T
2015,73,-502326,1078000,T
2014,72,-615018,1078000,T
2014,72,-775878,1078000,T
2014,72,-717456,1078000,T
2015,73,-607453,1078000,T
2014,72,-510685,1078000,T
2014,72,-512605,1078000,T
2014,72,-513491,1078000,T
2014,72,-584293,1078000,T
2015,73,-463053,1078000,T
2015,73,-363185,1078000,T
2014,72,-538036,1078000,T
2014,72,-597627,1078000,T
2015,73,-347071,1078000,T
2015,73,-529054,1078000,T
2016,74,-333877,1078000,T
2016,74,-411597,1078000,T
2014,72,-577297,1078000,T
2014,72,-496529,1078000,T
2015,73,-463035,1078000,T
2015,73,-363129,1078000,T
2016,74,-549015,1078000,T
2014,72,-423012,1078000,T
2014,72,-443615,1078000,T
2015,73,-419029,1078000,T
2015,73,-480759,1078000,T
2016,74,-442637,1078000,T
2014,72,-494502,1078000,T
2015,73,-512152,1078000,T
2015,73,-463305,1078000,T
2014,72,-452257,1078000,T
2014,72,-479648,1078000,T
2014,72,-570859,1078000,T
2015,73,-538293,1078000,T
2015,73,-560862,1078000,T
2014,72,-577256,1078000,T
2014,72,-496520,1078000,T
2016,74,-595700,1078000,T
2016,74,-496267,1078000,T
2016,74,-460820,1078000,T
2016,74,-466688,1078000,T
2014,72,-501558,1078000,T
2014,72,-502065,1078000,T
2014,72,-519703,1078000,T
2014,72,-517616,1078000,T
2014,72,-538706,1078000,T
2016,74,-486793,1078000,T
2016,74,-505075,1078000,T
2014,72,-372406,1078000,T
2014,72,-423585,1078000,T
2016,74,-498284,1078000,T
2014,72,-564900,1078000,T
2015,73,-503233,1078000,T
2014,72,-518896,1078000,T
2015,73,-468533,1078000,T
2014,72,-522480,1078000,T
2015,73,-431092,1078000,T
2014,72,-433557,1078000,T
2014,72,-460934,1078000,T
2014,72,-489441,1078000,T
2014,72,-501402,1078000,T
2015,73,-388677,1078000,T
2016,74,-328497,1078000,T
2016,74,-336299,1078000,T
2016,74,-525940,1078000,T
1996,54,-445424,1078000,O
1997,55,-465178,1078000,O
1997,55,-483319,1078000,O
1997,55,-549896,1078000,O
1997,55,-533911,1078000,O
1997,55,-498384,1078000,O
1997,55,-301391,1078000,O
1997,55,-437066,1078000,O
1997,55,-519647,1078000,O
1997,55,-498359,1078000,O
2014,72,-507275,1078000,O
2014,72,-437473,1078000,O
2014,72,-394733,1078000,O
1982,40,-552503,1078000,O
1982,40,-342247,1078000,O
1982,40,-557246,1078000,O
1983,41,-498060,1078000,O
1997,55,-510797,1078000,O
1997,55,-381620,1078000,O
1998,56,-514152,1078000,O
1998,56,-514808,1078000,O
1998,56,-414580,1078000,O
1998,56,-511909,1078000,O
1998,56,-287776,1078000,O
1998,56,-545689,1078000,O
1998,56,-436977,1078000,O
1998,56,-519460,1078000,O
1988,46,-488426,1078000,O
1955,13,-438463,1078000,O
1955,13,-141492,1078000,O
1959,17,-395137,1078000,O
1960,18,-426179,1078000,O
1961,19,-164634,1078000,O
1964,22,-517177,1078000,O
1964,22,-417003,1078000,O
1965,23,-511776,1078000,O
1967,25,-436697,1078000,O
1967,25,-464888,1078000,O
1991,49,-499827,1078000,O
1991,49,-495451,1078000,O
1991,49,-486519,1078000,O
1991,49,-502401,1078000,O
1992,50,-505209,1078000,O
1992,50,-502029,1078000,O
1993,51,-531674,1078000,O
1968,26,-444901,1078000,O
1970,28,-545314,1078000,O
1971,29,-489732,1078000,O
1973,31,-411407,1078000,O
1973,31,-316435,1078000,O
1974,32,-435300,1078000,O
1975,33,-518397,1078000,O
1975,33,-497626,1078000,O
1976,34,-508631,1078000,O
1977,35,-469066,1078000,O
1977,35,-468954,1078000,O
1977,35,-496837,1078000,O
1977,35,-472275,1078000,O
1977,35,-354323,1078000,O
1977,35,-439119,1078000,O
1979,37,-532378,1078000,O
1979,37,-533889,1078000,O
1979,37,-508925,1078000,O
1979,37,-427377,1078000,O
1979,37,-462645,1078000,O
1980,38,-495635,1078000,O
1980,38,-508590,1078000,O
1982,40,-428166,1078000,O
1982,40,-511204,1078000,O
1982,40,-451034,1078000,O
1982,40,-537686,1078000,O
1998,56,-515065,1078000,O
1998,56,-537913,1078000,O
1988,46,-527158,1078000,O
1999,57,-449241,1078000,O
1999,57,-424453,1078000,O
1999,57,-459923,1078000,O
1999,57,-441940,1078000,O
1999,57,-443229,1078000,O
1999,57,-447627,1078000,O
1999,57,-507599,1078000,O
1999,57,-504964,1078000,O
1999,57,-493601,1078000,O
1999,57,-501626,1078000,O
1990,48,13120,1078000,O
1965,23,-585315,1078000,O
1967,25,-573055,1078000,O
1967,25,-585315,1078000,O
1967,25,-585315,1078000,O
1967,25,-585315,1078000,O
1969,27,-568073,1078000,O
1972,30,-590128,1078000,O
1972,30,-585315,1078000,O
1975,33,-585315,1078000,O
1975,33,-585315,1078000,O
1979,37,-592686,1078000,O
1979,37,-588902,1078000,O
1981,39,-649468,1078000,O
1982,40,-572336,1078000,O
1983,41,-558209,1078000,O
1985,43,-575428,1078000,O
1987,45,-573924,1078000,O
1988,46,-677730,1078000,O
1989,47,-596872,1078000,O
1992,50,-579291,1078000,O
1993,51,-746147,1078000,O
1994,52,-591332,1078000,O
2003,61,-754440,1078000,O
2003,61,-597932,1078000,O
2005,63,-815934,1078000,O
1958,16,-585315,1078000,O
1960,18,-585315,1078000,O
1961,19,-585315,1078000,O
1962,20,-585315,1078000,O
1963,21,-585315,1078000,O
1963,21,-568073,1078000,O
1993,51,-502029,1078000,O
1993,51,-291935,1078000,O
1994,52,-437411,1078000,O
1994,52,-435315,1078000,O
1994,52,-255443,1078000,O
1996,54,-486586,1078000,O
1996,54,-489666,1078000,O
1996,54,-489607,1078000,O
1996,54,-374008,1078000,O
1996,54,-440984,1078000,O
1996,54,-453610,1078000,O
1983,41,-530345,1078000,O
1983,41,-561357,1078000,O
1983,41,-542408,1078000,O
1984,42,-498955,1078000,O
1984,42,-446290,1078000,O
1985,43,-499644,1078000,O
1985,43,-412826,1078000,O
1988,46,-504303,1078000,O
1989,47,-260839,1078000,O
1989,47,-515241,1078000,O
1989,47,-509947,1078000,O
1990,48,-269237,1078000,O
1990,48,-311131,1078000,O
1990,48,-448412,1078000,O
1990,48,-494976,1078000,O
1990,48,-298868,1078000,O
1990,48,-448747,1078000,O
1990,48,-481662,1078000,O
1990,48,-460896,1078000,O
1990,48,-424037,1078000,O
2000,58,-422989,1078000,O
2000,58,-496880,1078000,O
2000,58,-434616,1078000,O
2000,58,-432087,1078000,O
2000,58,-426961,1078000,O
2000,58,-514109,1078000,O
2000,58,-423433,1078000,O
2000,58,-446983,1078000,O
2000,58,-489241,1078000,O
2000,58,-505925,1078000,O
2000,58,-426454,1078000,O
2000,58,-495321,1078000,O
2001,59,-424058,1078000,O
2001,59,-326962,1078000,O
2001,59,-509969,1078000,O
2001,59,-509969,1078000,O
2002,60,-352608,1078000,O
2002,60,-421948,1078000,O
2002,60,-434581,1078000,O
2002,60,-410880,1078000,O
2002,60,-442982,1078000,O
2002,60,-421948,1078000,O
2002,60,-326157,1078000,O
2002,60,-418283,1078000,O
2002,60,-505221,1078000,O
2002,60,-489150,1078000,O
2002,60,-446308,1078000,O
2002,60,-434654,1078000,O
2003,61,-333397,1078000,O
2003,61,-538368,1078000,O
2003,61,-464670,1078000,O
2003,61,-372055,1078000,O
2003,61,-452466,1078000,O
2003,61,-445928,1078000,O
2004,62,-538753,1078000,O
2004,62,-537673,1078000,O
2004,62,-507661,1078000,O
2004,62,-493795,1078000,O
2004,62,-520641,1078000,O
2004,62,-506495,1078000,O
2004,62,-430864,1078000,O
2004,62,-491458,1078000,O
2004,62,-495855,1078000,O
2004,62,-415947,1078000,O
2004,62,-492612,1078000,O
2004,62,-415256,1078000,O
2004,62,-484925,1078000,O
2004,62,-497707,1078000,O
2005,63,-514280,1078000,O
2005,63,-432520,1078000,O
2005,63,-451358,1078000,O
2006,64,-507291,1078000,O
2006,64,-438205,1078000,O
2006,64,-483308,1078000,O
2006,64,-463594,1078000,O
2007,65,-417805,1078000,O
2007,65,-484585,1078000,O
2007,65,-481696,1078000,O
2007,65,-445140,1078000,O
2007,65,-528282,1078000,O
2007,65,-436400,1078000,O
2009,67,-486974,1078000,O
2009,67,-492892,1078000,O
2007,65,-387960,1078000,O
2007,65,-484006,1078000,O
2008,66,-456702,1078000,O
2008,66,-581999,1078000,O
2008,66,-658904,1078000,O
2009,67,-449312,1078000,O
2009,67,-505935,1078000,O
2008,66,-424575,1078000,O
2008,66,-519403,1078000,O
2008,66,-514627,1078000,O
2008,66,-453394,1078000,O
2008,66,-421542,1078000,O
2008,66,-430786,1078000,O
2009,67,-206440,1078000,O
2009,67,-549455,1078000,O
2009,67,-428061,1078000,O
2009,67,-207790,1078000,O
2009,67,-443808,1078000,O
2009,67,-475495,1078000,O
2009,67,-545999,1078000,O
2009,67,-535631,1078000,O
2009,67,-374379,1078000,O
2010,68,-367109,1078000,O
2010,68,-533277,1078000,O
2010,68,-449043,1078000,O
2010,68,-481647,1078000,O
2010,68,-388333,1078000,O
2010,68,-491922,1078000,O
2010,68,-493802,1078000,O
2010,68,-530616,1078000,O
2010,68,-434632,1078000,O
2010,68,-499480,1078000,O
2010,68,-480811,1078000,O
2010,68,-462766,1078000,O
2011,69,-510144,1078000,O
2011,69,-512162,1078000,O
2011,69,-582036,1078000,O
2011,69,-586417,1078000,O
2011,69,-364007,1078000,O
2011,69,-435608,1078000,O
2011,69,-398001,1078000,O
2011,69,-425049,1078000,O
2011,69,-334193,1078000,O
2012,70,-500346,1078000,O
2012,70,-478037,1078000,O
2012,70,-391892,1078000,O
2012,70,-502644,1078000,O
2012,70,-522331,1078000,O
2012,70,-461824,1078000,O
2012,70,-507429,1078000,O
2013,71,-481924,1078000,O
2013,71,-399575,1078000,O
2013,71,-498269,1078000,O
2013,71,-425202,1078000,O
2013,71,-478830,1078000,O
2012,70,-527927,1078000,O
2013,71,-408420,1078000,O
2014,72,-387459,1078000,O
2014,72,-503557,1078000,O
2014,72,-502928,1078000,O
2014,72,-402737,1078000,O
2014,72,-410363,1078000,O
2015,73,-456840,1078000,O
2015,73,-419050,1078000,O
2015,73,-382638,1078000,O
2015,73,-386026,1078000,O
2015,73,-475175,1078000,O
2015,73,-426378,1078000,O
2015,73,-519925,1078000,O
2015,73,-535906,1078000,O
2015,73,-363161,1078000,O
2016,74,-377725,1078000,O
2016,74,-350385,1078000,O
2016,74,-336447,1078000,O
2016,74,-455644,1078000,O
2016,74,-388409,1078000,O
2016,74,-477154,1078000,O
2016,74,-477984,1078000,O
1973,31,-580862,1078000,O
1990,48,-457978,1078000,O
1958,16,-581500,1078000,O
1958,16,-637496,1078000,O
1960,18,-672544,1078000,O
1974,32,-552440,1078000,O
2009,67,-520802,1078000,O
1962,20,-811035,1078000,O
2009,67,-504353,1078000,O
1972,30,-499596,1078000,O
1961,19,-593085,1078000,O
1956,14,-721235,1078000,O
1956,14,-516164,1078000,O
1965,23,-522273,1078000,O
2012,70,-463890,1078000,O
2002,60,-459965,1078000,O
1971,29,-532999,1078000,O
1990,48,-509240,1078000,O
2008,66,-620243,1078000,O
1997,55,-510886,1078000,O
1960,18,-605812,1078000,O
1972,30,-493969,1078000,O
1971,29,-488187,1078000,O
1973,31,-561799,1078000,O
1989,47,-605111,1078000,O
1966,24,-569508,1078000,O
1960,18,-576736,1078000,O
1973,31,-462946,1078000,O
1965,23,-630868,1078000,O
2007,65,-611384,1078000,O
2009,67,-495963,1078000,O
1957,15,-554497,1078000,O
1992,50,-445259,1078000,O
2009,67,-520802,1078000,O
1988,46,-302293,1078000,O
1997,55,-482243,1078000,O
1977,35,-1081849,1078000,O
1985,43,-483190,1078000,O
2010,68,-638656,1078000,O
2001,59,-480220,1078000,O
1994,52,-511282,1078000,O
1997,55,-489095,1078000,O
1999,57,-488838,1078000,O
1999,57,-555093,1078000,O
1983,41,-675484,1078000,O
1988,46,-951145,1078000,O
1996,54,-601051,1078000,O
1997,55,-569304,1078000,O
2002,60,-562525,1078000,O
2006,64,-534446,1078000,O
2006,64,-408286,1078000,O
2015,73,-501112,1078000,O
2011,69,-498249,1078000,O
2003,61,-519274,1078000,O
2003,61,-616302,1078000,O
2001,59,-491074,1078000,O
2007,65,-679472,1078000,O
2001,59,-551482,1078000,O
2016,74,-534943,1078000,O
1975,33,-588293,1078000,O
1985,43,-422130,1078000,O
1993,51,-580687,1078000,O
1976,34,-518224,1078000,O
1997,55,-517377,1078000,O
2001,59,-546735,1078000,O
2002,60,-537990,1078000,O
2016,74,-536937,1078000,O
2004,62,-621167,1078000,O
2004,62,-530276,1078000,O
2010,68,-517601,1078000,O
2002,60,-650527,1078000,O
2000,58,-530510,1078000,O
1990,48,-481879,1078000,O
1998,56,-527481,1078000,O
1990,48,-556830,1078000,O
1977,35,-508019,1078000,O
1977,35,-518688,1078000,O
1991,49,-678420,1078000,O
1998,56,-517708,1078000,O
1990,48,-494115,1078000,O
1997,55,-445544,1078000,O
1998,56,-680491,1078000,O
2001,59,-584744,1078000,O
2010,68,-582158,1078000,O
2004,62,-530756,1078000,O
2004,62,-438584,1078000,O
2002,60,-822049,1078000,O
2011,69,-557390,1078000,O
2005,63,-506431,1078000,O
2005,63,-405838,1078000,O
2000,58,-530274,1078000,O
2008,66,-519668,1078000,O
2004,62,0,1078000,O
2001,59,-502882,1078000,O
2000,58,-568283,1078000,O
2004,62,-465091,1078000,O
2006,64,-642732,1078000,O
1994,52,-596302,1078000,O
1989,47,-673903,1078000,O
2003,61,-593362,1078000,O
1994,52,-632265,1078000,O
1995,53,-628872,1078000,O
1995,53,-628872,1078000,O
1975,33,-563575,1078000,O
1983,41,-578797,1078000,O
1998,56,-535370,1078000,O
1998,56,-535370,1078000,O
1984,42,-512875,1078000,O
1991,49,-690238,1078000,O
2004,62,-1146395,1078000,O
2008,66,-508560,1078000,O
1989,47,-426714,1078000,O
1999,57,-558118,1078000,O
1996,54,-518904,1078000,O
1997,55,-722102,1078000,O
1993,51,-513253,1078000,O
1997,55,-856930,1078000,O
2011,69,-581984,1078000,O
2000,58,-515956,1078000,O
2011,69,-526087,1078000,O
1992,50,-507867,1078000,O
2000,58,-500980,1078000,O
2000,58,-530753,1078000,O
1996,54,-648918,1078000,O
1998,56,-679562,1078000,O
1998,56,-568139,1078000,O
1994,52,-695833,1078000,O
1988,46,-585223,1078000,O
1998,56,-514797,1078000,O
1997,55,-493958,1078000,O
1997,55,-495001,1078000,O
1999,57,-449701,1078000,O
1990,48,-511268,1078000,O
1976,34,-523378,1078000,O
2003,61,-580647,1078000,O
2001,59,-575875,1078000,O
2000,58,-525716,1078000,O
2016,74,-535867,1078000,O
2012,70,-581944,1078000,O
2016,74,-535803,1078000,O
2000,58,-468417,1078000,O
2001,59,-498407,1078000,O
2002,60,-513253,1078000,O
2000,58,-331441,1078000,O
1998,56,-658176,1078000,O
1994,52,-915569,1078000,O
2005,63,-514239,1078000,O
2004,62,-440109,1078000,O
2008,66,-536999,1078000,O
2000,58,-517419,1078000,O
1986,44,-462165,1078000,O
1989,47,-589853,1078000,O
2016,74,-468247,1078000,O
2000,58,-610278,1078000,O
2001,59,-425178,1078000,O
2010,68,-481744,1078000,O
2008,66,-679875,1078000,O
2001,59,-439517,1078000,O
2012,70,-516164,1078000,O
2008,66,-489434,1078000,O
2001,59,-95278,1078000,O
2004,62,-475654,1078000,O
1997,55,-554224,1078000,O
1994,52,-484381,1078000,O
1997,55,-550109,1078000,O
1999,57,-556998,1078000,O
2002,60,-501899,1078000,O
2002,60,-502199,1078000,O
2015,73,-840180,1078000,O
2007,65,-522885,1078000,O
2008,66,-23000,1078000,O
1975,33,-570503,1078000,O
1993,51,-514302,1078000,O
1975,33,-554768,1078000,O
2002,60,-602127,1078000,O
1988,46,-565363,1078000,O
1993,51,-554190,1078000,O
1998,56,-533960,1078000,O
1997,55,-522340,1078000,O
2001,59,-493820,1078000,O
2000,58,-580336,1078000,O
2000,58,-582192,1078000,O
2001,59,-572754,1078000,O
2001,59,-579567,1078000,O
1994,52,-538242,1078000,O
1992,50,-538925,1078000,O
1989,47,-705458,1078000,O
1996,54,-507932,1078000,O
1999,57,-477966,1078000,O
1986,44,-578041,1078000,O
1998,56,-560290,1078000,O
1975,33,-550026,1078000,O
1989,47,-561501,1078000,O
1993,51,-642926,1078000,O
2000,58,-555159,1078000,O
2008,66,-595701,1078000,O
1976,34,-524342,1078000,O
1997,55,-580544,1078000,O
2009,67,-489937,1078000,O
2002,60,-820408,1078000,O
2003,61,-483527,1078000,O
2003,61,-521568,1078000,O
2003,61,-541143,1078000,O
2000,58,-456605,1078000,O
2011,69,-566792,1078000,O
2004,62,-452934,1078000,O
1977,35,-534621,1078000,O
